Id,SalePrice
1461,166728.054463369
1462,183109.071446358
1463,183109.071446358
1464,183109.071446358
1465,166728.054463369
1466,183109.071446358
1467,183109.071446358
1468,183109.071446358
1469,166728.054463369
1470,166728.054463369
1471,166728.054463369
1472,166728.054463369
1473,183109.071446358
1474,183109.071446358
1475,166728.054463369
1476,183109.071446358
1477,183109.071446358
1478,183109.071446358
1479,183109.071446358
1480,183109.071446358
1481,183109.071446358
1482,166728.054463369
1483,183109.071446358
1484,166728.054463369
1485,183109.071446358
1486,183109.071446358
1487,199490.088429347
1488,166728.054463369
1489,166728.054463369
1490,166728.054463369
1491,183109.071446358
1492,166728.054463369
1493,183109.071446358
1494,199490.088429347
1495,199490.088429347
1496,166728.054463369
1497,166728.054463369
1498,166728.054463369
1499,166728.054463369
1500,166728.054463369
1501,166728.054463369
1502,166728.054463369
1503,150347.03748038
1504,183109.071446358
1505,183109.071446358
1506,199490.088429347
1507,199490.088429347
1508,183109.071446358
1509,199490.088429347
1510,183109.071446358
1511,183109.071446358
1512,183109.071446358
1513,183109.071446358
1514,232252.122395325
1515,183109.071446358
1516,183109.071446358
1517,166728.054463369
1518,199490.088429347
1519,183109.071446358
1520,183109.071446358
1521,183109.071446358
1522,183109.071446358
1523,183109.071446358
1524,166728.054463369
1525,183109.071446358
1526,166728.054463369
1527,166728.054463369
1528,183109.071446358
1529,183109.071446358
1530,166728.054463369
1531,183109.071446358
1532,166728.054463369
1533,183109.071446358
1534,183109.071446358
1535,183109.071446358
1536,183109.071446358
1537,166728.054463369
1538,183109.071446358
1539,183109.071446358
1540,199490.088429347
1541,166728.054463369
1542,183109.071446358
1543,183109.071446358
1544,166728.054463369
1545,166728.054463369
1546,183109.071446358
1547,183109.071446358
1548,183109.071446358
1549,166728.054463369
1550,199490.088429347
1551,166728.054463369
1552,199490.088429347
1553,183109.071446358
1554,183109.071446358
1555,183109.071446358
1556,183109.071446358
1557,183109.071446358
1558,183109.071446358
1559,199490.088429347
1560,166728.054463369
1561,199490.088429347
1562,183109.071446358
1563,166728.054463369
1564,183109.071446358
1565,199490.088429347
1566,150347.03748038
1567,166728.054463369
1568,199490.088429347
1569,199490.088429347
1570,183109.071446358
1571,183109.071446358
1572,183109.071446358
1573,150347.03748038
1574,183109.071446358
1575,150347.03748038
1576,183109.071446358
1577,166728.054463369
1578,183109.071446358
1579,166728.054463369
1580,183109.071446358
1581,183109.071446358
1582,183109.071446358
